MBC_id	Process	Level	Querry	Parent_mbc_id	Parent_process	Search_finished
MBC:0000223	Adherens junction organization	3	"(""Adherens junctions"")"	MBC:0000050	Cell-cell junction organization	True
MBC:0000224	Adiponectin receptor signaling	3	"(""Adiponectin receptor"") AND (""signaling"")"	MBC:0000188	Signaling pathways involved in glucose and lipid homeostasis	True
MBC:0000225	Adrenocorticotropic hormone receptor signaling	3	"((""ACTH receptor"") OR (""Adrenocorticotropic hormone receptor"")) AND (signaling)"	MBC:0000192	Signaling pathways regulating steroid and sex hormone synthesis	True
MBC:0000226	Aggrecan synthesis	3	"(""aggrecan synthesis"") OR (""aggrecan biosynthesis"") OR (""aggrecan production"")"	MBC:0000162	Proteoglycan synthesis	True
MBC:0000227	Albumin mediated blood protein transport	3	"(""Albumin"") AND (""protein transport"")"	MBC:0000045	Blood protein dynamics	True
MBC:0000228	Alpha 1 adrenergic receptor signaling	3	alpha 1 Adrenergic Receptor AND signaling	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000229	Alpha 2 adrenergic receptor signaling	3	alpha 2 Adrenergic Receptor AND signaling	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000230	Alternative complement pathway	3	"(""alternative complement pathway"")"	MBC:0000068	Complement pathway and regulation	True
MBC:0000231	Alternative end joining DSB repair	3	"(""alternative end joining"") AND (""DNA repair"")"	MBC:0000075	DNA double-strand break repair	True
MBC:0000232	Amination of alpha-keto acids and deamination of amino acids	3	"((""amino acid"") OR (""amino acids"") OR (""alpha-keto acid"") OR (""alpha-keto acids"")) AND ((amination) OR (deamination)) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney)) NOT (purine) NOT (pyrimidine) NOT (cytosine) NOT (5-methylcytosine) NOT (guanine) NOT (adenine)"	MBC:0000039	Ammonium metabolism	False
MBC:0000233	Amyloid plaque organization	3	"(""amyloid plaque"")"	MBC:0000040	Amyloid generation and aggregation	True
MBC:0000234	Amyloid precursor protein cleavage	3	"(""amyloid precursor protein"") AND ((""ectodomain shedding"") OR (proteolytic cleavage))"	MBC:0000040	Amyloid generation and aggregation	True
MBC:0000235	Anchoring of nuclear membrane to cytoskeleton	3	"(cytoskeleton) AND (""nuclear membrane"") AND ((connection) OR (interaction) OR (bridge))"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000236	Androgen receptor signaling	3	"(""androgen receptor signaling"") "	MBC:0000199	Steroid and sex hormone signaling	True
MBC:0000237	Androgen synthesis	3	"(""androgen synthesis"")"	MBC:0000200	Steroid hormone synthesis	True
MBC:0000238	Angiotensin receptor signaling	3	"(""Angiotensin receptor"") AND (""signaling"")"	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000239	Anterograde vesicle traffic from ER to Golgi	3	((ER) OR (Endoplasmic reticulum)) AND ((TGN) OR (Golgi)) AND (vesicle) AND ((anterograde) OR (forward))	MBC:0000211	Vesicle traffic between ER and TGN	True
MBC:0000240	Antidiuretic hormone receptor signaling	3	"((""Antidiuretic hormone receptor"") OR (""ADH receptor"") OR (""Vasopressin receptor"")) AND (""signaling"")"	MBC:0000193	Signaling pathways regulating water homeostasis	True
MBC:0000241	Antigen presentation via MHC class I molecules	3	"(""MHC I presentation"") OR (""MHC class I presentation"")"	MBC:0000041	Antigen presentation	True
MBC:0000242	Antigen presentation via MHC class II molecules	3	"(""MHC II presentation"") OR (""MHC class II presentation"")"	MBC:0000041	Antigen presentation	True
MBC:0000243	Apoptosis caspase pathway	3	"((""caspase cascade"") OR (""caspase pathway"")) AND (apoptosis) "	MBC:0000042	Apoptosis	True
MBC:0000244	Apoptosome assembly	3	"(""apoptosome formation"") OR (""apoptosome assembly"")"	MBC:0000042	Apoptosis	True
MBC:0000245	Apoptotic DNA degradation and nuclear disassembly	3	"(""apoptotic DNA degradation"") OR (""apoptotic nuclear fragmentation"")"	MBC:0000042	Apoptosis	True
MBC:0000246	Aspartate and arginine metabolism	3	"((""Aspartate metabolism"") OR (""Aspartate biosynthesis"") OR (""Aspartate synthesis"") OR (""Aspartate catabolism"") OR (""Arginine metabolism"") OR (""Arginine biosynthesis"") OR (""Arginine synthesis"") OR (""Arginine catabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000122	Metabolism of non-essential amino acids	True
MBC:0000247	Axonal intermediate filament dynamics	3	"(axon) AND (""Intermediate filaments"")"	MBC:0000072	Cytoplasmic intermediate filament and septin dynamics	True
MBC:0000248	B cell receptor signaling	3	"(""B cell receptor"") AND (Signaling)"	MBC:0000096	Immune receptor Signaling	True
MBC:0000249	Base excision repair	3	"(""Base excision repair"") AND (""DNA repair"") "	MBC:0000078	DNA single-strand break repair	True
MBC:0000250	Basement membrane assembly and organization	3	"(""basement membrane assembly"") OR (""basement membrane structure"") OR (""basement membrane components"") "	MBC:0000044	Basement membrane dynamics	True
MBC:0000251	Basement membrane attachment to cell surface	3	"(""basement membrane"") AND ((""cell surface"") OR (""plasma membrane"") OR (""cell membrane"")) AND ((attachment) OR (interaction) OR (connect) Or (tethering))"	MBC:0000044	Basement membrane dynamics	True
MBC:0000252	Beta adrenergic receptor signaling	3	beta Adrenergic Receptor AND signaling	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000253	Betaglycan signaling	3	"(""Betaglycan"") AND (signaling)"	MBC:0000202	TGF-beta superfamily signaling	True
MBC:0000254	Beta-oxidation	3	"(""beta-oxidation"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	False
MBC:0000255	Bicarbonate transmembrane transport	3	"((bicarbonate) OR (""HCO3-"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000206	Transmembrane ion transport involved in membrane potential generation	True
MBC:0000256	Biglycan synthesis	3	"(""biglycan synthesis"") OR (""biglycan production"")"	MBC:0000162	Proteoglycan synthesis	True
MBC:0000257	Bile acid secretion and re-absorbtion	3	"(""bile acid"") AND ((secretion) OR (re absorption))"	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	False
MBC:0000258	Bile acid synthesis from cholesterol	3	"(""Bile acid synthesis"") "	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000259	Bilirubin conjugation	3	"(""bilirubin conjugation"") OR (""bilirubin glucuronidation"") "	MBC:0000094	Heme and hemoglobin metabolism	True
MBC:0000260	Biotin metabolism	3	"((""biotin biosynthesis"") OR (""biotin synthesis"")) AND (enzyme)"	MBC:0000126	Metabolism of water-soluble vitamins	True
MBC:0000261	Bone morphogenetic protein receptor signaling	3	"((""bone morphogenetic protein receptor"") OR (""BMP receptor"")) AND (signaling)"	MBC:0000202	TGF-beta superfamily signaling	True
MBC:0000262	Bradykinin receptor signaling	3	"((""High-molecular weight kininogen"") OR (""Bradykinin"")) AND (""signaling"")"	MBC:0000102	Kinin–kallikrein system	True
MBC:0000263	Brain derived neurotrophic factor receptor signaling	3	"((""Brain derived neurotrophic factor receptor"") OR (""BDNF receptor"")) AND (signaling)"	MBC:0000143	Neuronal signaling pathways	True
MBC:0000264	Cadherin mediated mechanotransduction	3	"cadherin AND ""mechanotransduction"""	MBC:0000116	Mechanotransduction	True
MBC:0000265	Calcineurin-NFAT signaling pathway	3	"(""calcineurin/NFAT signaling pathway"") OR (""calcineurin/NFAT signaling cascade"") OR (""calcineurin/NFAT pathway"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	False
MBC:0000266	Calcitonin receptor signaling	3	"(""Calcitonin receptor"") AND (""signaling"")"	MBC:0000190	Signaling pathways regulating calcium homeostasis	True
MBC:0000267	Calcium transmembrane transport	3	"((Calcium) OR (""Ca"") OR (""Ca2+"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000206	Transmembrane ion transport involved in membrane potential generation	True
MBC:0000268	CAM kinase signaling pathway	3	"(""CAM kinase signaling"") OR (""Ca2+Calmodulin dependent protein kinase"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000269	Cannabinoid receptor signaling	3	"(""Cannabinoid receptor"") AND (signaling)"	MBC:0000143	Neuronal signaling pathways	True
MBC:0000270	Cardiomyocyte depolarization during action potential	3	"(""Action potential"") AND (""depolarization"") AND (channel) AND (cardiomyocyte)"	MBC:0000048	Cardiomyocyte action potential generation and propagation	True
MBC:0000271	Cardiomyocyte pacemaker current generation	3	"((""Hyperpolarization-activated cation channels"") OR (""pacemaker"")) AND (channel) AND (cardiomyocyte)"	MBC:0000048	Cardiomyocyte action potential generation and propagation	True
MBC:0000272	Cardiomyocyte repolarization during action potential and hyperpolarization	3	"(""Action potential"") AND ((""hyperpolarization"") OR (""repolarization"")) AND (channel) AND (cardiomyocyte)"	MBC:0000048	Cardiomyocyte action potential generation and propagation	True
MBC:0000273	Carnitine biosynthesis and transport	3	"(""Carnitine biosynthesis"") OR (""carnitine transporter"") OR (""carnitine synthesis"")"	MBC:0000088	Fatty acid metabolism	True
MBC:0000274	Catecholamine metabolism	3	"(""Catecholamine metabolism"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000123	Metabolism of phenylalanine products	True
MBC:0000275	Caveolae microdomains	3	"Caveolae microdomains OR ""caveolae raft microdomains"""	MBC:0000155	Plasma membrane microdomains	True
MBC:0000276	Caveolin-mediated endocytosis	3	"(""Caveolin mediated endocytosis"") OR ((""clathrin independent endocytosis"") AND (caveolin))"	MBC:0000081	Endocytic pathway	False
MBC:0000277	CCN intercellular signaling protein family receptor signaling	3	(CCN) AND (signaling)	MBC:0000107	Matricellular protein signaling	True
MBC:0000278	CD44-Mediated leukocyte rolling	3	"(CD44) AND (""leukocyte rolling"")"	MBC:0000184	Rolling cell adhesion	False
MBC:0000279	Cell cycle arrest in response to DNA damage	3	"(""DNA damage response"") AND (""Cell cycle arrest"")"	MBC:0000137	Mitotic cell cycle checkpoints	True
MBC:0000280	Cellular cholesterol uptake and efflux	3	"(((""Cholesterol efflux"") OR (""Cholesterol uptake"")) AND (cellular)"	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000281	Cellular fatty acid uptake	3	"((""fatty acid uptake"") OR (""fatty acids uptake"") OR ((""fatty acid transport"") AND (""plasma membrane""))) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000282	Cellular iron storage	3	(cellular) AND (iron) AND (storage)	MBC:0000101	Iron homeostasis	True
MBC:0000283	Cellular iron uptake	3	(cellular) AND (iron) AND (uptake)	MBC:0000101	Iron homeostasis	True
MBC:0000284	Centriolar satelites organization	3	"(""Centriolar satellite"") OR (""Centriolar satellites"")"	MBC:0000129	Microtubule organization center dynamics	True
MBC:0000285	Centrosome duplication	3	(Centrosome) AND ((duplication) OR (replication)) 	MBC:0000059	Centrosome cycle	True
MBC:0000286	Centrosome maturation	3	(Centrosome) AND (maturation)	MBC:0000059	Centrosome cycle	True
MBC:0000287	Centrosome organization	3	"(""Centrosome"")"	MBC:0000129	Microtubule organization center dynamics	True
MBC:0000288	Centrosome separation	3	(Centrosome) AND (separation)	MBC:0000059	Centrosome cycle	True
MBC:0000289	Chaperone mediated protein folding in ER	3	"(Chaperone) AND (""protein folding"") AND ((ER) OR (""endoplasmic reticulum"")) NOT (Cytosol) NOT (Mitochondria)"	MBC:0000156	Post-translational protein modification and quality control during biosynthetic-secretory pathway	True
MBC:0000290	Chaperone-mediated autophagy	3	Chaperone-mediated autophagy	MBC:0000043	Autophagy	False
MBC:0000291	Chloride transmembrane transport	3	"((Chloride) OR (""Cl"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000206	Transmembrane ion transport involved in membrane potential generation	True
MBC:0000292	Cholesterol esterification	3	"(""cholesterol esterification"")"	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000293	Cholesterol synthesis	3	"(""Cholesterol synthesis"")"	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000294	Cholesterol transport by lipoproteins	3	(Cholesterol) AND (transport) AND (lipoproteins)	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000295	Cholesterol-sensitive control of SREBP activation	3	"(cholesterol) AND ((""SREBP activation"") OR (""SREBP regulation"") OR (""SREBP proteolysis"") OR (""SREBP cleavage"")) "	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	False
MBC:0000296	Chondroitin sulfate and dermatan sulfate synthesis	3	"(""chondroitin sulfate synthesis"") OR (""chondroitin sulfate biosynthesis"") OR (""chondroitin sulfate production"") OR (""dermatan sulfate synthesis"") OR (""dermatan sulfate biosynthesis"") OR (""dermatan sulfate production"")"	MBC:0000093	Glycosaminoglycan synthesis	True
MBC:0000297	Chromatin organization by insulator proteins	3	"(""Chromatin insulator"") OR (""DNA insulator"")"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000298	Chromatin organization by Polycomb repressive complexes	3	"(""Polycomb repressive complexes"")"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000299	Chromatin organization by transcription factories	3	"(""transcription factories"")"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000300	Chromatin targeting to lamina	3	"(""lamina associated domain"") OR (""lamina associated domains"")"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000301	Chylomicron assembly	3	Chylomicron assembly	MBC:0000152	Plasma lipoprotein assembly	True
MBC:0000302	Chylomicron clearance	3	Chylomicron clearance	MBC:0000153	Plasma lipoprotein clearance	True
MBC:0000303	Chylomicron remodeling	3	Chylomicron remodeling	MBC:0000154	Plasma lipoprotein remodeling	True
MBC:0000304	Ciliary transition zone organization	3	"((cilium) OR (cilia)) AND ((""transition zone"") OR (""diffusion barrier""))"	MBC:0000085	Eukaryotic cilium and flagellum organization	True
MBC:0000305	Citric acid cycle	3	"(""Citric acid cycle"") AND (enzyme) AND (reaction)"	MBC:0000133	Mitochondrial energy production	True
MBC:0000306	Class switch recombination	3	"(""class switch recombination"")"	MBC:0000077	DNA recombination	True
MBC:0000307	Classical complement pathway	3	"(""classical complement pathway"")"	MBC:0000068	Complement pathway and regulation	True
MBC:0000308	Clathrin-mediated endocytosis	3	"(""Clathrin-mediated endocytosis"")"	MBC:0000081	Endocytic pathway	False
MBC:0000309	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	3	((TGN) OR (Golgi)) AND ((Lysosome) OR (Endosome) OR (endosomal) OR (lysosomal)) AND (vesicle) AND (Clathrin) NOT (endocytosis)	MBC:0000212	Vesicle traffic between TGN and endosome	False
MBC:0000310	Cleavage of ER signal peptide	3	"(""signal peptide"") AND (cleavage) AND ((""Membrane protein insertion"") OR (""Protein import"") OR (""Membrane protein assembly"") OR (""Protein translocation"")) AND ((""endoplasmic reticulum"") OR (ER))"	MBC:0000083	Endoplasmic reticulum membrane protein insertion and import	True
MBC:0000311	CO2 homeostasis	3	"(""CO2 Homeostasis"" OR ""CO2 Regulation"") AND (mice OR human OR mammals)"	MBC:0000149	pH homeostasis	True
MBC:0000312	Coagulation cascade	3	"((""coagulation cascade"") OR (""coagulation pathway"")) AND ((""coagulation factor"") OR (""coagulation factors""))"	MBC:0000066	Coagulation cascade and its regulation	True
MBC:0000313	Coagulation factor synthesis and vitamin K metabolism	3	"((""Coagulation factor"") AND (""vitamin K"")) OR (""vitamin K metabolism"")"	MBC:0000066	Coagulation cascade and its regulation	True
MBC:0000314	Cobalamin metabolism	3	"((""vitamin B12 biosynthesis"") OR (""cobalamin biosynthesis"") OR (""vitamin B12 synthesis"") OR (""cobalamin synthesis"")) AND (enzyme)"	MBC:0000126	Metabolism of water-soluble vitamins	True
MBC:0000315	Collagen fiber crosslinking	3	"(collagen) AND ((crosslinking) OR (""oxidative deamination""))"	MBC:0000067	Collagen biosynthesis	True
MBC:0000316	Collagen fibril organization by fibril-associated bridges	3	"(collagen) AND (fibril) AND ((""fibril-associated"") OR (FACIT))"	MBC:0000067	Collagen biosynthesis	False
MBC:0000317	Connection of muscle sarcomere to extracellular matrix	3	"(""dystrophin-associated glycoprotein complex"")"	MBC:0000140	Myofibril formation and organization	True
MBC:0000318	Connection of muscle sarcomere to plasma membrane	3	(Costamere)	MBC:0000140	Myofibril formation and organization	True
MBC:0000319	Conservative site-specific recombination	3	"(""site-specific DNA recombination"") OR ((""site-specific recombination"") AND (DNA)) "	MBC:0000077	DNA recombination	False
MBC:0000320	Contractile ring constriction	3	"(""Contractile ring"") AND (Cytokinesis) AND (constriction)"	MBC:0000071	Cytokinesis	True
MBC:0000321	Contractile ring formation	3	"(""Contractile ring"") AND (Cytokinesis) AND ((assembly) OR (formation))"	MBC:0000071	Cytokinesis	True
MBC:0000322	Copper transmembrane transport	3	"((Copper) OR (""Cu"") OR (""Cu2+"") OR (""Cu+"") OR (cuprous) OR (cupric)) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000207	Transmembrane water and ion transport not involved in membrane potential generatation	True
MBC:0000323	Corticotropin-releasing hormone receptor signaling	3	"((""Corticotropin-releasing hormone receptor"") OR (""CRH receptor"")) AND (signaling)"	MBC:0000192	Signaling pathways regulating steroid and sex hormone synthesis	False
MBC:0000324	Co-translational translocation membrane protein insertion and import	3	"(""Co translational"") AND ((""Membrane protein insertion"") OR (""Protein import"") OR (""Membrane protein assembly"") OR (""Protein translocation"")) AND ((""endoplasmic reticulum"") OR (ER))"	MBC:0000083	Endoplasmic reticulum membrane protein insertion and import	False
MBC:0000325	C-type lectin receptor signaling	3	"(""C-type lectin receptor"") AND (signaling)"	MBC:0000147	Pattern recognition signaling	False
MBC:0000326	Cytoplasmic core snRNP assembly	3	"(cytoplasmic) AND ((snRNP assembly) OR ((""small nucleolar RNP"") AND (assembly)))"	MBC:0000197	snRNA expression and spliceosome generation	True
MBC:0000327	Cytoplasmic Dicer-mediated microRNA and endogenous siRNA processing	3	"((""microRNA processing"") OR (""miRNA processing"") OR (""siRNA processing"")) AND (dicer)"	MBC:0000130	miRNA and endogenous siRNA biogenesis	False
MBC:0000328	Cytoplasmic protein acetylation and deacetylation	3	"((""Protein acetylation"") OR (""Protein deacetylation"") OR (""Protein acetyltransferases"") OR (""Protein acetyltransferase"") OR (""Lysine acetylation"") OR (""Lysine deacetylation"") OR (""Lysine acetyltransferases"") OR (""Lysine acetyltransferase"") OR (""Lysine deacetylases"") OR (""Lysine deacetylase"") OR (""N-terminal acetylation"") OR (""N-terminal acetyltransferases"") OR (""N-terminal acetyltransferase"")) AND ((""cytosol"") OR (""cytoplasm"") OR (""cytoplasmic"") OR (""cytosolic""))"	MBC:0000073	Cytoplasmic post-translational protein modification	True
MBC:0000329	Cytoplasmic protein folding	3	"(""Protein folding"") AND ((Cytosol) OR (Cytoplasm)) NOT (Transcription) NOT (degradation) NOT ((ER) OR (endoplasmic reticulum)) NOT (Mitochondria)"	MBC:0000073	Cytoplasmic post-translational protein modification	True
MBC:0000330	Cytoplasmic protein tyrosination and detyrosination	3	"((""tyrosination"") OR (""detyrosination"")) AND ((""cytosol"") OR (""cytoplasm"") OR (""cytoplasmic"") Or (""cytosolic""))"	MBC:0000073	Cytoplasmic post-translational protein modification	True
MBC:0000331	Cytoplasmic RNA deadadenylation	3	"((""Parn"") Or (""CCR4-NOT complex"") OR (""mRNA deadenylation"")) AND ((cytoplasmic) OR (cytoplasm)) "	MBC:0000183	RNA surveillance and degradation	True
MBC:0000332	Decorin synthesis	3	"(""decorin synthesis"") OR (""decorin production"")"	MBC:0000162	Proteoglycan synthesis	True
MBC:0000333	Desaturation of fatty acids	3	"(""fatty acid desaturase"") OR (""desaturation of fatty acids"")"	MBC:0000088	Fatty acid metabolism	True
MBC:0000334	Desmosome organization	3	Desmosomes	MBC:0000050	Cell-cell junction organization	True
MBC:0000335	Direct lesion reversal	3	(Direct lesion reversal)	MBC:0000078	DNA single-strand break repair	True
MBC:0000336	Discoidin domain receptor signaling	3	"(""Discoidin domain receptor"") AND (signaling)"	MBC:0000187	Signaling by extracellular matrix components	True
MBC:0000337	DNA cleavage	3	"(""DNA cleavage"")"	MBC:0000086	Eukaryotic DNA replication	True
MBC:0000338	DNA replication elongation	3	"(Elongation) AND (""DNA replication"") AND (Eukaryotic) NOT (viral) NOT (virus) NOT (bacteria) "	MBC:0000086	Eukaryotic DNA replication	True
MBC:0000339	DNA replication initiation	3	"(Initiation) AND (""DNA replication"") AND (Eukaryotic) NOT (viral) NOT (virus) NOT (bacteria)"	MBC:0000086	Eukaryotic DNA replication	True
MBC:0000340	DNA supercoiling during transcription elongation	3	(Transcription elongation) AND (DNA supercoiling) NOT (reverse)	MBC:0000205	Transcription	True
MBC:0000341	Dopamine-mediated control of postsynaptic potential	3	"((""dopamine"") OR (""dopaminergic"")) AND (postsynaptic)"	MBC:0000069	Control of postsynaptic potential	False
MBC:0000342	Drug and toxin export via multidrug resistance-associated proteins	3	"(""multidrug resistance-associated proteins"")"	MBC:0000079	Drug and toxin export	False
MBC:0000343	Early endosome dynamics	3	"(""Early endosome"") OR (""Early endosomes"")"	MBC:0000081	Endocytic pathway	True
MBC:0000344	Eicosanoid metabolism	3	"((""Eicosanoid metabolism"") OR (""Eicosanoid synthesis"") OR (""Eicosanoid production"") OR (""Arachidonic acid metabolism"") OR (""Arachidonic acid synthesis"") OR (""Arachidonic acid degradation"") OR (""Arachidonic acid production"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000345	Elastin cross-linking and assembly	3	"(""elastin cross-linking"")"	MBC:0000080	Elastogenesis	False
MBC:0000346	Electron transport chain	3	"(""Electron transport chain"") AND (""oxidative phosphorylation"")"	MBC:0000133	Mitochondrial energy production	True
MBC:0000347	Endogenous control of complement activity	3	"((""complement control protein"") OR (""complement-regulator"")) AND (human)"	MBC:0000068	Complement pathway and regulation	True
MBC:0000348	Endoplasmic reticulum quality control system	3	"((""Endoplasmic reticulum quality control"") OR (""ER quality control"") OR (""ER-associated degradation"") OR (""Endoplasmic reticulum associated degradation"")"	MBC:0000156	Post-translational protein modification and quality control during biosynthetic-secretory pathway	True
MBC:0000349	Endoplasmic reticulum tubulus maintenance	3	"(""tubular ER"") OR (""tubular endoplasmic reticulum"") OR ((""three way junctions"") AND (""endoplasmic reticulum"")"	MBC:0000082	Endoplasmic reticulum and nuclear envelope organization	True
MBC:0000350	Endoplasmic sheet maintenance	3	(endoplasmic sheet)	MBC:0000082	Endoplasmic reticulum and nuclear envelope organization	True
MBC:0000351	Endothelin receptor signaling	3	"(""endothelin receptor"") AND (""signaling"")"	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000352	Ephrin receptor signaling	3	"(""Ephrin receptor"") AND (signaling)"	MBC:0000194	Signaling pathways that control cell proliferation and differentiation	True
MBC:0000353	Epidermal growth factor receptor signaling	3	"(""Epidermal growth factor receptor signaling"") OR (""EGF receptor signaling"") OR (""EGFR signaling"")"	MBC:0000084	Epidermal growth factor family signaling	True
MBC:0000354	Epithelial intermediate filament dynamics	3	"(epithelial) AND (""Intermediate filaments"")"	MBC:0000072	Cytoplasmic intermediate filament and septin dynamics	True
MBC:0000355	Equatorial RhoA activation	3	"(cytokinesis) AND ((""RhoA activation"") OR (""Activation of RhoA"")) AND (mammalian)"	MBC:0000071	Cytokinesis	True
MBC:0000356	ER unfolded protein response pathway	3	"(""unfolded protein response pathway"") AND ((ER) OR (""endoplasmic reticulum""))"	MBC:0000156	Post-translational protein modification and quality control during biosynthetic-secretory pathway	True
MBC:0000357	ER-phagy	3	ER-phagy	MBC:0000144	Non-Canonical autophagy	False
MBC:0000358	Erythropoietin receptor signaling	3	"((""Erythropoietin receptor"") OR (""EPO receptor"")) AND (signaling)"	MBC:0000189	Signaling pathways involved in hematopoiesis	True
MBC:0000359	Estrogen receptor signaling	3	"(""estrogen receptor signaling"")"	MBC:0000199	Steroid and sex hormone signaling	True
MBC:0000360	Estrogen synthesis	3	"(""estrogen synthesis"")"	MBC:0000200	Steroid hormone synthesis	True
MBC:0000361	Eukaryotic axoneme organization	3	(axoneme) AND (human)	MBC:0000085	Eukaryotic cilium and flagellum organization	True
MBC:0000362	Eukaryotic basal body organization	3	"((""basal body"") OR (""basal granule"") OR (kinetosome)) AND (human) AND ((cilium) OR (cilia))"	MBC:0000085	Eukaryotic cilium and flagellum organization	True
MBC:0000363	Eukaryotic intraflagellar transport	3	"(""intraflagellar transport"") AND ((human) OR (eukaryotic))"	MBC:0000085	Eukaryotic cilium and flagellum organization	True
MBC:0000364	Eukaryotic kinetochore dynamics	3	"((""kinetochores"") OR (""kinetochore"")) AND ((""eukaryotic"") OR (human))"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000365	Eukaryotic transition zone organization	3	"(""transition zone"") AND ((eukaryotic) OR (human)) AND ((cilium) OR (cilia) OR (ciliary))"	MBC:0000085	Eukaryotic cilium and flagellum organization	True
MBC:0000366	Exomer-mediated vesicle traffic from TGN to plasma membrane	3	exomer	MBC:0000210	Vesicle exocytosis	False
MBC:0000367	Exosome secretion	3	"(""exosome secretion"")"	MBC:0000210	Vesicle exocytosis	True
MBC:0000368	Extracellular matrix breakdown by adamalysins	3	"(""Extracellular matrix"") AND ((adamalysin) OR (ADAM) OR (""disintegrin and metalloproteinase"") OR (aggrecanase))"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000369	Extracellular matrix breakdown by cathepsins	3	"(""Extracellular matrix"") AND (cathepsin)"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000370	Extracellular matrix breakdown by heparanases	3	"(""Extracellular matrix"") AND (heparanase)"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000371	Extracellular matrix breakdown by matrix metalloproteases	3	"(""matrix metalloprotease"")"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000372	Extracellular matrix breakdown by meprins	3	"(""Extracellular matrix"") AND (meprin)"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000373	Extracellular matrix breakdown by serine proteases	3	"(""Extracellular matrix"") AND (""serine proteases"")"	MBC:0000087	Extracellular matrix breakdown	True
MBC:0000374	Extrinsic apoptosis pathway	3	"(((""Extrinsic signaling pathway"") OR (""Extrinsic pathway"")) AND (""Apoptosis"")) OR (""extrinsic apoptosis"") OR (""extrinsic apoptotic pathway"")"	MBC:0000042	Apoptosis	True
MBC:0000375	Fanconi anemia interstrand cross-link repair pathway	3	"(""Fanconi anemia pathway"")"	MBC:0000076	DNA interstrand cross-links repair	False
MBC:0000376	Fatty acid elongation	3	"((""Fatty acids"") OR (""Fatty acid"")) AND (""elongation"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000377	Fatty acid omega-hydroxylation	3	"(""Fatty acid"") AND ((""omega hydroxylation"") OR (""omega hydroxylase"") OR (""omega hydroxylases""))"	MBC:0000088	Fatty acid metabolism	False
MBC:0000378	Fatty acid transfer between membranes	3	"(""Fatty acid binding protein"") OR (""Fatty acid binding proteins"")"	MBC:0000088	Fatty acid metabolism	True
MBC:0000379	Fatty acid transport by Carnitine shuttle	3	"(""Carnitine"") AND ((""fatty acid"") OR (""fatty acids"")) AND (mitochondria) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000380	Fc receptor signaling	3	"(""Fc cell receptor"") AND (Signaling)"	MBC:0000096	Immune receptor Signaling	True
